,Date,Description,Target
160,2020-05-27,"William Ackman's hedge fund is boasting double-digit gains at a time many portfolios have sunk along with the economy during the coronavirus pandemic, after the billionaire investor plowed cash into a number of companies he already owned and dumped Warren Buffett's Berkshire Hathaway among other stocks.",positive
161,2020-05-27,MGM Resorts said on Wednesday it would re-open its Las Vegas casinos on June 4 after months of closure due to public health restrictions aimed at curbing the spread of the novel coronavirus.,positive
162,2020-05-27,"Equity markets rallied on Wednesday, lifted by enthusiasm for the European Union's plans for a 750 billion euro ($823 billion) recovery fund, but crude prices slid on concerns about unrest in Hong Kong over Beijing's proposed national security laws.",neutral
163,2020-05-27,Top fund manager BlackRock Inc  on Wednesday said it cast an advisory vote in favor of an independent chairman at Exxon Mobil Corp  and cast votes against the reelection of two directors over the company's approach to climate risks.,neutral
164,2020-05-27,"U.S. businesses continued to be slammed by the effects of the novel coronavirus epidemic into the middle of May, a Federal Reserve report showed on Wednesday, and few expected a swift recovery despite some signs of hope.",negative
165,2020-05-27,Chevron Corp  will cut 10% to 15% of its worldwide workforce as part of an ongoing restructuring at the second-largest U.S. oil producer.,negative
166,2020-05-27,The dollar steadied against the euro on Wednesday even as the common currency remained supported by news of a proposal for an economic recovery package to help the euro zone region recover from the coronavirus pandemic.,neutral
167,2020-05-27,"Shares of biotechs racing to make coronavirus vaccines, including Moderna Inc , fell about 10% on Wednesday, as investor concerns grew about the prospects of the experimental products that are still in early stages of development.",negative
168,2020-05-27,"Occidental Petroleum Corp  has been sued by investors who claim they suffered billions of dollars of losses because the heavily indebted company concealed its inability to weather plunging oil prices, after paying $35.7 billion to acquire Anadarko Petroleum Corp.",negative
169,2020-05-27,Italian luxury group Salvatore Ferragamo  has called back former CEO Michele Norsa as executive director to help management revamp the brand and weather the COVID-19 storm.,neutral
170,2020-05-27,"India's antitrust body is looking into allegations that Alphabet Inc's Google is abusing its market position to unfairly promote its mobile payments app in the country, five sources familiar with the case told Reuters.",neutral
171,2020-05-27,"The love-hate relationship many investors had with U.S. stocks during the more-than-decade-long bull market is reemerging, as equities steadily climb in the face of economic devastation and uncertainty over the coronavirus pandemic.",neutral
172,2020-05-27,"Huawei Technologies Co Ltd's Chief Financial Officer Meng Wanzhou has lost a key aspect of the trial on her extradition to the United States, a Canadian court announced on Wednesday.",neutral
173,2020-05-27,Lufthansa's  $10 billion government bailout was thrown into doubt on Wednesday after the German airline's supervisory board refused to accept the conditions attached by Brussels.,neutral
174,2020-05-27,"South African Airways (SAA) can still be saved if it gets the necessary funding, the state-owned airline's administrators said on Wednesday, adding they were talking to the government about a potential restructuring.",neutral
175,2020-05-27,"Ford Motor Co  will gradually resume operations and production at several of its Mexican plants, the automaker said on Wednesday, as the sector begins to come back online as coronavirus contingencies are relaxed.",positive
176,2020-05-27,"In the week since U.S. auto factories reopened after coronavirus lockdowns, workers at all three Detroit automakers have tested positive for COVID-19 but only Ford Motor Co has temporarily closed plants.",negative
177,2020-05-27,"U.S. applications for home mortgages jumped last week, in a sixth straight weekly increase, suggesting the housing market could lead the economy's recovery from the novel coronavirus crisis even as high unemployment is expected to linger.",positive
178,2020-05-27,Goldman Sachs Group Inc  President and Chief Operating Officer John Waldron said Wednesday that the bank remains on track to achieve its medium and long term growth targets despite the economic shocks caused by the novel coronavirus.,positive
179,2020-05-27,Hershey Co  said on Wednesday sales of gums and mints have taken a hit as social distancing protocols spurred by the COVID-19 pandemic discouraged people from participating in gatherings.,negative
180,2020-05-27,"Sari Baldauf took over as chairwoman of telecoms equipment maker Nokia  on Wednesday, succeeding Risto Siilasmaa who chaired the Finnish firm for eight years.",neutral
181,2020-05-27,"Milan's Arbitral Tribunal has judged that the 2013 sale of RCS'  headquarters to Blackstone Group  was valid but found that the purchaser's behaviour may entitle the Italian publisher to compensatory damages, RCS said late on Tuesday.",neutral
182,2020-05-27,Ralph Lauren Corp said on Wednesday a surge in online shopping was helping it get back on track in China and putting it on course for a recovery from the financial damage wrought by the COVID-19 lockdowns in other markets as well.,positive
183,2020-05-27,Tesla Inc  has cut prices of its electric vehicles by as much as 6% in North America following a decline in auto demand in the region during weeks of lockdown that have now started to ease.,neutral
184,2020-05-27,"Renault , Nissan Motor Co  and Mitsubishi Motors Corp  ruled out a merger on Wednesday and doubled down on a plan to cooperate more closely on car production to save costs and salvage their troubled alliance.",neutral
185,2020-05-27,"German Economy Minister Peter Altmaier said on Wednesday he expected the European Commission to approve a 9-billion euro bailout of flagship carrier Lufthansa, adding that it was also in Europe's interests to avoid a sell-off of such companies.",positive
186,2020-05-27,"The automaking alliance of Renault SA , Nissan Motor Co  and Mitsubishi Motors Corp  outlined a new strategy on Wednesday whereby the strongest partner takes the lead in areas such as new technologies and parts procurement.",neutral
